,index,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
105,1017138,28877,,,1962-01-01,House Of Chan,11,138,"peking duck in the great tradition of chinese haute cuisine, the house of chan prepares this matchless delicacy after the fashion of the imperial chefs. an especially plump, hung duck is artfully browned over open flames, rendering the skin an epicurian triumph and leaving the meat drenched in natural juices; then the bird is brought out as two courses: 1. slices of golden, crisp skin, the delight of gastronomes, and wafer-thine ""pao-ping."" roll bits of duck skin in ""pao-ping"" with young scallions and a tangy, sweet sauce, if you like, and eat with your fingers. 2. the juicy meat of the duck carved and sautéed with light-bodied chinese vegetables discreetly seasoned to enhance the incomparable flavor of this distinguished dish.",514868.0,682332,54154,1,1,0,0,0.0,0.0,17.0,,"['peking', 'duck', 'in', 'the', 'great', 'tradition', 'of', 'chinese', 'haute', 'cuisine,', 'the', 'house', 'of', 'chan', 'prepares', 'this', 'matchless', 'delicacy', 'after', 'the', 'fashion', 'of', 'the', 'imperial', 'chefs.', 'an', 'especially', 'plump,', 'hung', 'duck', 'is', 'artfully', 'browned', 'over', 'open', 'flames,', 'rendering', 'the', 'skin', 'an', 'epicurian', 'triumph', 'and', 'leaving', 'the', 'meat', 'drenched', 'in', 'natural', 'juices;', 'then', 'the', 'bird', 'is', 'brought', 'out', 'as', 'two', 'courses:', '1.', 'slices', 'of', 'golden,', 'crisp', 'skin,', 'the', 'delight', 'of', 'gastronomes,', 'and', 'wafer-thine', '""pao-ping.""', 'roll', 'bits', 'of', 'duck', 'skin', 'in', '""pao-ping""', 'with', 'young', 'scallions', 'and', 'a', 'tangy,', 'sweet', 'sauce,', 'if', 'you', 'like,', 'and', 'eat', 'with', 'your', 'fingers.', '2.', 'the', 'juicy', 'meat', 'of', 'the', 'duck', 'carved', 'and', 'sautéed', 'with', 'light-bodied', 'chinese', 'vegetables', 'discreetly', 'seasoned', 'to', 'enhance', 'the', 'incomparable', 'flavor', 'of', 'this', 'distinguished', 'dish.']","['peking', 'duck', 'great', 'tradition', 'chinese', 'haute', 'cuisine,', 'house', 'chan', 'prepares', 'matchless', 'delicacy', 'fashion', 'imperial', 'chefs.', 'especially', 'plump,', 'hung', 'duck', 'artfully', 'browned', 'open', 'flames,', 'rendering', 'skin', 'epicurian', 'triumph', 'leaving', 'meat', 'drenched', 'natural', 'juices;', 'bird', 'brought', 'two', 'courses:', '1.', 'slices', 'golden,', 'crisp', 'skin,', 'delight', 'gastronomes,', 'wafer-thine', '""pao-ping.""', 'roll', 'bits', 'duck', 'skin', '""pao-ping""', 'young', 'scallions', 'tangy,', 'sweet', 'sauce,', 'like,', 'eat', 'fingers.', '2.', 'juicy', 'meat', 'duck', 'carved', 'sautéed', 'light-bodied', 'chinese', 'vegetables', 'discreetly', 'seasoned', 'enhance', 'incomparable', 'flavor', 'distinguished', 'dish.']","[('peking', 'VBG'), ('duck', 'NN'), ('great', 'JJ'), ('tradition', 'NN'), ('chinese', 'JJ'), ('haute', 'NN'), ('cuisine,', 'NN'), ('house', 'NN'), ('chan', 'NN'), ('prepares', 'VBZ'), ('matchless', 'JJ'), ('delicacy', 'NN'), ('fashion', 'NN'), ('imperial', 'JJ'), ('chefs.', 'NN'), ('especially', 'RB'), ('plump,', 'JJ'), ('hung', 'JJ'), ('duck', 'NN'), ('artfully', 'RB'), ('browned', 'VBD'), ('open', 'JJ'), ('flames,', 'NN'), ('rendering', 'VBG'), ('skin', 'JJ'), ('epicurian', 'JJ'), ('triumph', 'NN'), ('leaving', 'VBG'), ('meat', 'NN'), ('drenched', 'VBD'), ('natural', 'JJ'), ('juices;', 'NN'), ('bird', 'NN'), ('brought', 'VBD'), ('two', 'CD'), ('courses:', 'NN'), ('1.', 'CD'), ('slices', 'NNS'), ('golden,', 'JJ'), ('crisp', 'NN'), ('skin,', 'NN'), ('delight', 'VBD'), ('gastronomes,', 'JJ'), ('wafer-thine', 'JJ'), ('""pao-ping.""', 'JJ'), ('roll', 'NN'), ('bits', 'NNS'), ('duck', 'VBP'), ('skin', 'JJ'), ('""pao-ping""', 'JJ'), ('young', 'JJ'), ('scallions', 'NNS'), ('tangy,', 'VBP'), ('sweet', 'JJ'), ('sauce,', 'JJ'), ('like,', 'NN'), ('eat', 'NN'), ('fingers.', 'VBD'), ('2.', 'CD'), ('juicy', 'NN'), ('meat', 'NN'), ('duck', 'NN'), ('carved', 'VBD'), ('sautéed', 'JJ'), ('light-bodied', 'JJ'), ('chinese', 'JJ'), ('vegetables', 'NNS'), ('discreetly', 'RB'), ('seasoned', 'VBD'), ('enhance', 'NN'), ('incomparable', 'JJ'), ('flavor', 'NN'), ('distinguished', 'VBD'), ('dish.', 'NN')]",74.0,120.0,"'peking', 'duck', 'great', 'tradition', 'chinese', 'haute', 'cuisine,', 'house', 'chan', 'prepares', 'matchless', 'delicacy', 'fashion', 'imperial', 'chefs.', 'especially', 'plump,', 'hung', 'duck', 'artfully', 'browned', 'open', 'flames,', 'rendering', 'skin', 'epicurian', 'triumph', 'leaving', 'meat', 'drenched', 'natural', 'juices;', 'bird', 'brought', 'two', 'courses:', '1.', 'slices', 'golden,', 'crisp', 'skin,', 'delight', 'gastronomes,', 'wafer-thine', '""pao-ping.""', 'roll', 'bits', 'duck', 'skin', '""pao-ping""', 'young', 'scallions', 'tangy,', 'sweet', 'sauce,', 'like,', 'eat', 'fingers.', '2.', 'juicy', 'meat', 'duck', 'carved', 'sautéed', 'light-bodied', 'chinese', 'vegetables', 'discreetly', 'seasoned', 'enhance', 'incomparable', 'flavor', 'distinguished', 'dish.'",peking duck great tradition chinese haute cuisine house chan prepares matchless delicacy fashion imperial chefs especially plump hung duck artfully browned open flames rendering skin epicurian triumph leaving meat drenched natural juices bird brought two courses  slices golden crisp skin delight gastronomes waferthine paoping roll bits duck skin paoping young scallions tangy sweet sauce like eat fingers  juicy meat duck carved sauteed lightbodied chinese vegetables discreetly seasoned enhance incomparable flavor distinguished dish,1960,17.0
106,1017375,28881,,,1962-01-01,La Gondola,3,98,cocktail de camarones con salsa vinagreta,257707.0,681822,54165,1,1,1962,1962,7.0,7.0,7.0,,"['cocktail', 'de', 'camarones', 'con', 'salsa', 'vinagreta']","['cocktail', 'de', 'camarones', 'con', 'salsa', 'vinagreta']","[('cocktail', 'NN'), ('de', 'IN'), ('camarones', 'NNS'), ('con', 'NNS'), ('salsa', 'VBP'), ('vinagreta', 'NN')]",6.0,6.0,"'cocktail', 'de', 'camarones', 'con', 'salsa', 'vinagreta'",cocktail de camarones con salsa vinagreta,1960,7.0
107,1018437,28890,,,1962-03-23,Park Row,8,73,"grilled salisbury steak, mushroom sauce, french fried onion rings, french fried potatoes and new peas, rolls, butter, and beverage",259843.0,679481,54219,1,1,1962,1962,0.0,0.0,2.65,,"['grilled', 'salisbury', 'steak,', 'mushroom', 'sauce,', 'french', 'fried', 'onion', 'rings,', 'french', 'fried', 'potatoes', 'and', 'new', 'peas,', 'rolls,', 'butter,', 'and', 'beverage']","['grilled', 'salisbury', 'steak,', 'mushroom', 'sauce,', 'french', 'fried', 'onion', 'rings,', 'french', 'fried', 'potatoes', 'new', 'peas,', 'rolls,', 'butter,', 'beverage']","[('grilled', 'JJ'), ('salisbury', 'NN'), ('steak,', 'NN'), ('mushroom', 'NN'), ('sauce,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('onion', 'NN'), ('rings,', 'NN'), ('french', 'JJ'), ('fried', 'VBD'), ('potatoes', 'NNS'), ('new', 'JJ'), ('peas,', 'JJ'), ('rolls,', 'NN'), ('butter,', 'NN'), ('beverage', 'NN')]",17.0,19.0,"'grilled', 'salisbury', 'steak,', 'mushroom', 'sauce,', 'french', 'fried', 'onion', 'rings,', 'french', 'fried', 'potatoes', 'new', 'peas,', 'rolls,', 'butter,', 'beverage'",grilled salisbury steak mushroom sauce french fried onion rings french fried potatoes new peas rolls butter beverage,1960,2.375
108,1018492,28891,,,1962-01-01,Parson's Seafood Restaurant,4,111,"parsons' seafood dinner: appetizer, salad, fried shrimp, flounder, crab cake, deviled clam, soft crab, scallops, maryland biscuits, french fries, coffee, tea or milk, dessert",256670.0,679798,54226,1,1,1962,1962,3.5,3.5,3.5,,"[""parsons'"", 'seafood', 'dinner:', 'appetizer,', 'salad,', 'fried', 'shrimp,', 'flounder,', 'crab', 'cake,', 'deviled', 'clam,', 'soft', 'crab,', 'scallops,', 'maryland', 'biscuits,', 'french', 'fries,', 'coffee,', 'tea', 'or', 'milk,', 'dessert']","[""parsons'"", 'seafood', 'dinner:', 'appetizer,', 'salad,', 'fried', 'shrimp,', 'flounder,', 'crab', 'cake,', 'deviled', 'clam,', 'soft', 'crab,', 'scallops,', 'maryland', 'biscuits,', 'french', 'fries,', 'coffee,', 'tea', 'milk,', 'dessert']","[(""parsons'"", 'NN'), ('seafood', 'NN'), ('dinner:', 'NN'), ('appetizer,', 'NN'), ('salad,', 'NN'), ('fried', 'VBD'), ('shrimp,', 'JJ'), ('flounder,', 'NN'), ('crab', 'NN'), ('cake,', 'NN'), ('deviled', 'VBD'), ('clam,', 'JJ'), ('soft', 'JJ'), ('crab,', 'NN'), ('scallops,', 'NN'), ('maryland', 'NN'), ('biscuits,', 'NN'), ('french', 'JJ'), ('fries,', 'NN'), ('coffee,', 'NN'), ('tea', 'NN'), ('milk,', 'NN'), ('dessert', 'NN')]",23.0,24.0,"'parsons'', 'seafood', 'dinner:', 'appetizer,', 'salad,', 'fried', 'shrimp,', 'flounder,', 'crab', 'cake,', 'deviled', 'clam,', 'soft', 'crab,', 'scallops,', 'maryland', 'biscuits,', 'french', 'fries,', 'coffee,', 'tea', 'milk,', 'dessert'",parsons seafood dinner appetizer salad fried shrimp flounder crab cake deviled clam soft crab scallops maryland biscuits french fries coffee tea milk dessert,1960,3.5
109,1021039,28933,,,1962-10-02,The Manger Hay Adams Hotel,6,189,"special salad bowl mixed greens, julienne of ham, tongue, cheese, chicken, hard boiled egg and tomato",255591.0,677411,54370,1,1,1962,1962,0.0,0.0,2.75,,"['special', 'salad', 'bowl', 'mixed', 'greens,', 'julienne', 'of', 'ham,', 'tongue,', 'cheese,', 'chicken,', 'hard', 'boiled', 'egg', 'and', 'tomato']","['special', 'salad', 'bowl', 'mixed', 'greens,', 'julienne', 'ham,', 'tongue,', 'cheese,', 'chicken,', 'hard', 'boiled', 'egg', 'tomato']","[('special', 'JJ'), ('salad', 'NN'), ('bowl', 'NN'), ('mixed', 'JJ'), ('greens,', 'NN'), ('julienne', 'NN'), ('ham,', 'NN'), ('tongue,', 'NN'), ('cheese,', 'NN'), ('chicken,', 'VBZ'), ('hard', 'JJ'), ('boiled', 'VBD'), ('egg', 'NN'), ('tomato', 'NN')]",14.0,16.0,"'special', 'salad', 'bowl', 'mixed', 'greens,', 'julienne', 'ham,', 'tongue,', 'cheese,', 'chicken,', 'hard', 'boiled', 'egg', 'tomato'",special salad bowl mixed greens julienne ham tongue cheese chicken hard boiled egg tomato,1960,2.75
110,1021285,28938,,,1962-03-11,Tsuruya,4,61,"teriyaki dinner, beef, pork, chicken and eel broiled with japanese tare served in sizzling hot metal dish, fresh vegetable salad and nimono",254673.0,675650,54401,1,1,1962,1962,0.0,0.0,2.25,,"['teriyaki', 'dinner,', 'beef,', 'pork,', 'chicken', 'and', 'eel', 'broiled', 'with', 'japanese', 'tare', 'served', 'in', 'sizzling', 'hot', 'metal', 'dish,', 'fresh', 'vegetable', 'salad', 'and', 'nimono']","['teriyaki', 'dinner,', 'beef,', 'pork,', 'chicken', 'eel', 'broiled', 'japanese', 'tare', 'served', 'sizzling', 'hot', 'metal', 'dish,', 'fresh', 'vegetable', 'salad', 'nimono']","[('teriyaki', 'NN'), ('dinner,', 'NN'), ('beef,', 'NN'), ('pork,', 'NN'), ('chicken', 'NN'), ('eel', 'NN'), ('broiled', 'VBD'), ('japanese', 'JJ'), ('tare', 'NN'), ('served', 'VBD'), ('sizzling', 'VBG'), ('hot', 'JJ'), ('metal', 'NN'), ('dish,', 'NN'), ('fresh', 'JJ'), ('vegetable', 'JJ'), ('salad', 'NN'), ('nimono', 'NN')]",18.0,22.0,"'teriyaki', 'dinner,', 'beef,', 'pork,', 'chicken', 'eel', 'broiled', 'japanese', 'tare', 'served', 'sizzling', 'hot', 'metal', 'dish,', 'fresh', 'vegetable', 'salad', 'nimono'",teriyaki dinner beef pork chicken eel broiled japanese tare served sizzling hot metal dish fresh vegetable salad nimono,1960,2.25
111,1024349,28973,,,1963-09-15,The Feed Box,4,81,"golden fried oysters (chesapeake), choice of baked or french fried potatoes, tossed salad or cole slaw, bread and butter",349386.0,727564,54516,1,1,1963,1963,0.0,0.0,1.75,,"['golden', 'fried', 'oysters', '(chesapeake),', 'choice', 'of', 'baked', 'or', 'french', 'fried', 'potatoes,', 'tossed', 'salad', 'or', 'cole', 'slaw,', 'bread', 'and', 'butter']","['golden', 'fried', 'oysters', '(chesapeake),', 'choice', 'baked', 'french', 'fried', 'potatoes,', 'tossed', 'salad', 'cole', 'slaw,', 'bread', 'butter']","[('golden', 'JJ'), ('fried', 'VBD'), ('oysters', 'NNS'), ('(chesapeake),', 'JJ'), ('choice', 'NN'), ('baked', 'VBD'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('tossed', 'VBD'), ('salad', 'JJ'), ('cole', 'JJ'), ('slaw,', 'NN'), ('bread', 'NN'), ('butter', 'NN')]",15.0,19.0,"'golden', 'fried', 'oysters', '(chesapeake),', 'choice', 'baked', 'french', 'fried', 'potatoes,', 'tossed', 'salad', 'cole', 'slaw,', 'bread', 'butter'",golden fried oysters chesapeake choice baked french fried potatoes tossed salad cole slaw bread butter,1960,1.75
112,1025096,28987,,,1963-11-30,Tail Of The Fox,3,87,"charcoal broiled jersey pork chops with crab apple - served with baked potato or french fried potatoes, tossed green salad, rolls and butter",286237.0,730063,54564,1,1,1963,1963,3.5,3.5,3.5,,"['charcoal', 'broiled', 'jersey', 'pork', 'chops', 'with', 'crab', 'apple', '-', 'served', 'with', 'baked', 'potato', 'or', 'french', 'fried', 'potatoes,', 'tossed', 'green', 'salad,', 'rolls', 'and', 'butter']","['charcoal', 'broiled', 'jersey', 'pork', 'chops', 'crab', 'apple', '-', 'served', 'baked', 'potato', 'french', 'fried', 'potatoes,', 'tossed', 'green', 'salad,', 'rolls', 'butter']","[('charcoal', 'NN'), ('broiled', 'VBD'), ('jersey', 'NN'), ('pork', 'NN'), ('chops', 'NNS'), ('crab', 'VBP'), ('apple', 'NN'), ('-', ':'), ('served', 'VBD'), ('baked', 'JJ'), ('potato', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('tossed', 'VBD'), ('green', 'JJ'), ('salad,', 'NN'), ('rolls', 'NNS'), ('butter', 'NN')]",19.0,23.0,"'charcoal', 'broiled', 'jersey', 'pork', 'chops', 'crab', 'apple', '-', 'served', 'baked', 'potato', 'french', 'fried', 'potatoes,', 'tossed', 'green', 'salad,', 'rolls', 'butter'",charcoal broiled jersey pork chops crab apple  served baked potato french fried potatoes tossed green salad rolls butter,1960,3.5
113,1026075,29007,,,1964-03-20,Top Of The Six's,2,34,"trio of rib lamb chops served with spicy-sweet muscadine preserves, includes a selection of potato or fresh vegetable, a french salad of crisp greens with crumbled roquefort cheese or bibb lettuce with selection of dressing",286102.0,729867,54669,1,1,1964,1964,0.0,0.0,5.95,,"['trio', 'of', 'rib', 'lamb', 'chops', 'served', 'with', 'spicy-sweet', 'muscadine', 'preserves,', 'includes', 'a', 'selection', 'of', 'potato', 'or', 'fresh', 'vegetable,', 'a', 'french', 'salad', 'of', 'crisp', 'greens', 'with', 'crumbled', 'roquefort', 'cheese', 'or', 'bibb', 'lettuce', 'with', 'selection', 'of', 'dressing']","['trio', 'rib', 'lamb', 'chops', 'served', 'spicy-sweet', 'muscadine', 'preserves,', 'includes', 'selection', 'potato', 'fresh', 'vegetable,', 'french', 'salad', 'crisp', 'greens', 'crumbled', 'roquefort', 'cheese', 'bibb', 'lettuce', 'selection', 'dressing']","[('trio', 'NN'), ('rib', 'NN'), ('lamb', 'NN'), ('chops', 'NNS'), ('served', 'VBD'), ('spicy-sweet', 'JJ'), ('muscadine', 'NN'), ('preserves,', 'NN'), ('includes', 'VBZ'), ('selection', 'NN'), ('potato', 'NN'), ('fresh', 'JJ'), ('vegetable,', 'NN'), ('french', 'JJ'), ('salad', 'NN'), ('crisp', 'NN'), ('greens', 'NNS'), ('crumbled', 'VBD'), ('roquefort', 'NN'), ('cheese', 'NN'), ('bibb', 'NN'), ('lettuce', 'NN'), ('selection', 'NN'), ('dressing', 'VBG')]",24.0,35.0,"'trio', 'rib', 'lamb', 'chops', 'served', 'spicy-sweet', 'muscadine', 'preserves,', 'includes', 'selection', 'potato', 'fresh', 'vegetable,', 'french', 'salad', 'crisp', 'greens', 'crumbled', 'roquefort', 'cheese', 'bibb', 'lettuce', 'selection', 'dressing'",trio rib lamb chops served spicysweet muscadine preserves includes selection potato fresh vegetable french salad crisp greens crumbled roquefort cheese bibb lettuce selection dressing,1960,5.95
114,1026517,29017,,,1964-08-01,Vail Village Inn,5,54,"grilled baby beef liver - includes cottage cheese and fruit salad, french fried or whipped potatoes, garden fresh peas, bread and butter, bosenberry cobbler, choice of beverage",286218.0,730038,54707,1,1,1964,1964,0.0,0.0,1.3,,"['grilled', 'baby', 'beef', 'liver', '-', 'includes', 'cottage', 'cheese', 'and', 'fruit', 'salad,', 'french', 'fried', 'or', 'whipped', 'potatoes,', 'garden', 'fresh', 'peas,', 'bread', 'and', 'butter,', 'bosenberry', 'cobbler,', 'choice', 'of', 'beverage']","['grilled', 'baby', 'beef', 'liver', '-', 'includes', 'cottage', 'cheese', 'fruit', 'salad,', 'french', 'fried', 'whipped', 'potatoes,', 'garden', 'fresh', 'peas,', 'bread', 'butter,', 'bosenberry', 'cobbler,', 'choice', 'beverage']","[('grilled', 'VBN'), ('baby', 'NN'), ('beef', 'NN'), ('liver', 'SYM'), ('-', ':'), ('includes', 'VBZ'), ('cottage', 'NN'), ('cheese', 'JJ'), ('fruit', 'NN'), ('salad,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('whipped', 'VBD'), ('potatoes,', 'JJ'), ('garden', 'NN'), ('fresh', 'JJ'), ('peas,', 'NN'), ('bread', 'NN'), ('butter,', 'NN'), ('bosenberry', 'NN'), ('cobbler,', 'NN'), ('choice', 'NN'), ('beverage', 'NN')]",23.0,27.0,"'grilled', 'baby', 'beef', 'liver', '-', 'includes', 'cottage', 'cheese', 'fruit', 'salad,', 'french', 'fried', 'whipped', 'potatoes,', 'garden', 'fresh', 'peas,', 'bread', 'butter,', 'bosenberry', 'cobbler,', 'choice', 'beverage'",grilled baby beef liver  includes cottage cheese fruit salad french fried whipped potatoes garden fresh peas bread butter bosenberry cobbler choice beverage,1960,1.3
115,1028353,29058,,,1963-04-30,The River Room,5,68,"half roast stuffed chicken with garnishings. includes cup of soup, french fried, whipped or baked idaho potato with chives and sour cream, our special salad with ""tid-bit"" suzan, dinner vegetables, assorted rolls & bread, farm fresh butter, milk, tea, or ",272385.0,706142,54848,1,1,1963,1963,0.0,0.0,2.95,,"['half', 'roast', 'stuffed', 'chicken', 'with', 'garnishings.', 'includes', 'cup', 'of', 'soup,', 'french', 'fried,', 'whipped', 'or', 'baked', 'idaho', 'potato', 'with', 'chives', 'and', 'sour', 'cream,', 'our', 'special', 'salad', 'with', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,', 'tea,', 'or']","['half', 'roast', 'stuffed', 'chicken', 'garnishings.', 'includes', 'cup', 'soup,', 'french', 'fried,', 'whipped', 'baked', 'idaho', 'potato', 'chives', 'sour', 'cream,', 'special', 'salad', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,', 'tea,']","[('half', 'NN'), ('roast', 'NN'), ('stuffed', 'VBD'), ('chicken', 'JJ'), ('garnishings.', 'NN'), ('includes', 'VBZ'), ('cup', 'JJ'), ('soup,', 'NN'), ('french', 'JJ'), ('fried,', 'NN'), ('whipped', 'VBD'), ('baked', 'JJ'), ('idaho', 'JJ'), ('potato', 'NN'), ('chives', 'NNS'), ('sour', 'VBP'), ('cream,', 'JJ'), ('special', 'JJ'), ('salad', 'JJ'), ('""tid-bit""', 'JJ'), ('suzan,', 'NN'), ('dinner', 'NN'), ('vegetables,', 'NN'), ('assorted', 'VBD'), ('rolls', 'NNS'), ('&', 'CC'), ('bread,', 'NN'), ('farm', 'NN'), ('fresh', 'JJ'), ('butter,', 'NN'), ('milk,', 'NN'), ('tea,', 'NN')]",32.0,40.0,"'half', 'roast', 'stuffed', 'chicken', 'garnishings.', 'includes', 'cup', 'soup,', 'french', 'fried,', 'whipped', 'baked', 'idaho', 'potato', 'chives', 'sour', 'cream,', 'special', 'salad', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,', 'tea,'",half roast stuffed chicken garnishings includes cup soup french fried whipped baked idaho potato chives sour cream special salad tidbit suzan dinner vegetables assorted rolls  bread farm fresh butter milk tea,1960,3.35
116,1028355,29058,,,1963-04-30,The River Room,5,68,"smoked sugar cured ham steak with glazed pineapple. includes cup of soup, french fried, whipped or baked idaho potato with chives and sour cream, our special salad with ""tid-bit"" suzan, dinner vegetables, assorted rolls & bread, farm fresh butter, milk, t",272388.0,706144,54848,1,1,1963,1963,0.0,0.0,3.75,,"['smoked', 'sugar', 'cured', 'ham', 'steak', 'with', 'glazed', 'pineapple.', 'includes', 'cup', 'of', 'soup,', 'french', 'fried,', 'whipped', 'or', 'baked', 'idaho', 'potato', 'with', 'chives', 'and', 'sour', 'cream,', 'our', 'special', 'salad', 'with', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,', 't']","['smoked', 'sugar', 'cured', 'ham', 'steak', 'glazed', 'pineapple.', 'includes', 'cup', 'soup,', 'french', 'fried,', 'whipped', 'baked', 'idaho', 'potato', 'chives', 'sour', 'cream,', 'special', 'salad', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,']","[('smoked', 'VBN'), ('sugar', 'NN'), ('cured', 'VBN'), ('ham', 'JJ'), ('steak', 'NN'), ('glazed', 'VBN'), ('pineapple.', 'NN'), ('includes', 'VBZ'), ('cup', 'JJ'), ('soup,', 'NN'), ('french', 'JJ'), ('fried,', 'NN'), ('whipped', 'VBD'), ('baked', 'JJ'), ('idaho', 'JJ'), ('potato', 'NN'), ('chives', 'NNS'), ('sour', 'VBP'), ('cream,', 'JJ'), ('special', 'JJ'), ('salad', 'JJ'), ('""tid-bit""', 'JJ'), ('suzan,', 'NN'), ('dinner', 'NN'), ('vegetables,', 'NN'), ('assorted', 'VBD'), ('rolls', 'NNS'), ('&', 'CC'), ('bread,', 'NN'), ('farm', 'NN'), ('fresh', 'JJ'), ('butter,', 'NN'), ('milk,', 'NN')]",33.0,41.0,"'smoked', 'sugar', 'cured', 'ham', 'steak', 'glazed', 'pineapple.', 'includes', 'cup', 'soup,', 'french', 'fried,', 'whipped', 'baked', 'idaho', 'potato', 'chives', 'sour', 'cream,', 'special', 'salad', '""tid-bit""', 'suzan,', 'dinner', 'vegetables,', 'assorted', 'rolls', '&', 'bread,', 'farm', 'fresh', 'butter,', 'milk,'",smoked sugar cured ham steak glazed pineapple includes cup soup french fried whipped baked idaho potato chives sour cream special salad tidbit suzan dinner vegetables assorted rolls  bread farm fresh butter milk,1960,3.35
117,1029460,29080,,,1961-04-05,Sundial Room,4,88,"baked ham, cheese, and whole slice of hawaiian pineapple sandwich grilled - garnished with potato salad",274372.0,710651,54945,1,1,1961,1961,0.8,0.8,0.8,,"['baked', 'ham,', 'cheese,', 'and', 'whole', 'slice', 'of', 'hawaiian', 'pineapple', 'sandwich', 'grilled', '-', 'garnished', 'with', 'potato', 'salad']","['baked', 'ham,', 'cheese,', 'whole', 'slice', 'hawaiian', 'pineapple', 'sandwich', 'grilled', '-', 'garnished', 'potato', 'salad']","[('baked', 'VBN'), ('ham,', 'JJ'), ('cheese,', 'JJ'), ('whole', 'JJ'), ('slice', 'NN'), ('hawaiian', 'JJ'), ('pineapple', 'NN'), ('sandwich', 'NN'), ('grilled', 'VBD'), ('-', ':'), ('garnished', 'VBN'), ('potato', 'NN'), ('salad', 'NN')]",13.0,16.0,"'baked', 'ham,', 'cheese,', 'whole', 'slice', 'hawaiian', 'pineapple', 'sandwich', 'grilled', '-', 'garnished', 'potato', 'salad'",baked ham cheese whole slice hawaiian pineapple sandwich grilled  garnished potato salad,1960,0.775
118,1029467,29080,,,1961-04-05,Sundial Room,4,88,baked ham with swiss cheese sandwich on rye with lettuce and potato salad,274379.0,710659,54945,1,1,1961,1961,0.75,0.75,0.75,,"['baked', 'ham', 'with', 'swiss', 'cheese', 'sandwich', 'on', 'rye', 'with', 'lettuce', 'and', 'potato', 'salad']","['baked', 'ham', 'swiss', 'cheese', 'sandwich', 'rye', 'lettuce', 'potato', 'salad']","[('baked', 'VBN'), ('ham', 'JJ'), ('swiss', 'JJ'), ('cheese', 'NN'), ('sandwich', 'NN'), ('rye', 'NN'), ('lettuce', 'NN'), ('potato', 'NN'), ('salad', 'NN')]",9.0,13.0,"'baked', 'ham', 'swiss', 'cheese', 'sandwich', 'rye', 'lettuce', 'potato', 'salad'",baked ham swiss cheese sandwich rye lettuce potato salad,1960,0.775
119,1031079,29104,,,1961-02-15,Coffee House,3,74,"lenten salad bowl: shredded lettuce with raw vegetable strips, cottage cheese, maine sardines and hard cooked egg slices, served with french dressing",285590.0,728821,55031,1,1,1961,1961,0.0,0.0,1.5,,"['lenten', 'salad', 'bowl:', 'shredded', 'lettuce', 'with', 'raw', 'vegetable', 'strips,', 'cottage', 'cheese,', 'maine', 'sardines', 'and', 'hard', 'cooked', 'egg', 'slices,', 'served', 'with', 'french', 'dressing']","['lenten', 'salad', 'bowl:', 'shredded', 'lettuce', 'raw', 'vegetable', 'strips,', 'cottage', 'cheese,', 'maine', 'sardines', 'hard', 'cooked', 'egg', 'slices,', 'served', 'french', 'dressing']","[('lenten', 'JJ'), ('salad', 'JJ'), ('bowl:', 'NN'), ('shredded', 'VBD'), ('lettuce', 'NN'), ('raw', 'JJ'), ('vegetable', 'JJ'), ('strips,', 'NN'), ('cottage', 'NN'), ('cheese,', 'NN'), ('maine', 'NN'), ('sardines', 'NNS'), ('hard', 'RB'), ('cooked', 'VBD'), ('egg', 'NN'), ('slices,', 'NN'), ('served', 'VBD'), ('french', 'JJ'), ('dressing', 'NN')]",19.0,22.0,"'lenten', 'salad', 'bowl:', 'shredded', 'lettuce', 'raw', 'vegetable', 'strips,', 'cottage', 'cheese,', 'maine', 'sardines', 'hard', 'cooked', 'egg', 'slices,', 'served', 'french', 'dressing'",lenten salad bowl shredded lettuce raw vegetable strips cottage cheese maine sardines hard cooked egg slices served french dressing,1960,1.525
