,index,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
41,977195,28286,,,1965-01-01,Franciscan Restaurant,4,157,poached salmon steak with egg sauce.....a richly flavored fish served with a creamy sauce. boiled potatoes.,223459.0,623047,52097,1,1,1965,1965,2.75,2.75,2.75,,"['poached', 'salmon', 'steak', 'with', 'egg', 'sauce.....a', 'richly', 'flavored', 'fish', 'served', 'with', 'a', 'creamy', 'sauce.', 'boiled', 'potatoes.']","['poached', 'salmon', 'steak', 'egg', 'sauce.....a', 'richly', 'flavored', 'fish', 'served', 'creamy', 'sauce.', 'boiled', 'potatoes.']","[('poached', 'JJ'), ('salmon', 'NN'), ('steak', 'NN'), ('egg', 'NN'), ('sauce.....a', 'NN'), ('richly', 'RB'), ('flavored', 'VBD'), ('fish', 'JJ'), ('served', 'VBD'), ('creamy', 'JJ'), ('sauce.', 'NN'), ('boiled', 'VBD'), ('potatoes.', 'NN')]",13.0,16.0,"'poached', 'salmon', 'steak', 'egg', 'sauce.....a', 'richly', 'flavored', 'fish', 'served', 'creamy', 'sauce.', 'boiled', 'potatoes.'",poached salmon steak egg saucea richly flavored fish served creamy sauce boiled potatoes,1960,2.75
42,977343,28289,,,1964-01-01,Top Of The Fair,2,88,"roast cornish hen, brown rice stuffing, bigarade - large young cornish hen roasted with chicken liver, brown rice and sage stuffing, wine sauce made from orange, lemon juice, real currant jelly and finished with cointreau",344101.0,628532,52107,1,1,1964,1964,7.5,7.5,7.5,,"['roast', 'cornish', 'hen,', 'brown', 'rice', 'stuffing,', 'bigarade', '-', 'large', 'young', 'cornish', 'hen', 'roasted', 'with', 'chicken', 'liver,', 'brown', 'rice', 'and', 'sage', 'stuffing,', 'wine', 'sauce', 'made', 'from', 'orange,', 'lemon', 'juice,', 'real', 'currant', 'jelly', 'and', 'finished', 'with', 'cointreau']","['roast', 'cornish', 'hen,', 'brown', 'rice', 'stuffing,', 'bigarade', '-', 'large', 'young', 'cornish', 'hen', 'roasted', 'chicken', 'liver,', 'brown', 'rice', 'sage', 'stuffing,', 'wine', 'sauce', 'made', 'orange,', 'lemon', 'juice,', 'real', 'currant', 'jelly', 'finished', 'cointreau']","[('roast', 'NN'), ('cornish', 'JJ'), ('hen,', 'NN'), ('brown', 'JJ'), ('rice', 'NN'), ('stuffing,', 'NN'), ('bigarade', 'VBD'), ('-', ':'), ('large', 'JJ'), ('young', 'JJ'), ('cornish', 'NN'), ('hen', 'NN'), ('roasted', 'VBD'), ('chicken', 'JJ'), ('liver,', 'NN'), ('brown', 'JJ'), ('rice', 'NN'), ('sage', 'NN'), ('stuffing,', 'JJ'), ('wine', 'NN'), ('sauce', 'NN'), ('made', 'VBD'), ('orange,', 'JJ'), ('lemon', 'JJ'), ('juice,', 'NN'), ('real', 'JJ'), ('currant', 'NN'), ('jelly', 'RB'), ('finished', 'VBD'), ('cointreau', 'NN')]",30.0,35.0,"'roast', 'cornish', 'hen,', 'brown', 'rice', 'stuffing,', 'bigarade', '-', 'large', 'young', 'cornish', 'hen', 'roasted', 'chicken', 'liver,', 'brown', 'rice', 'sage', 'stuffing,', 'wine', 'sauce', 'made', 'orange,', 'lemon', 'juice,', 'real', 'currant', 'jelly', 'finished', 'cointreau'",roast cornish hen brown rice stuffing bigarade  large young cornish hen roasted chicken liver brown rice sage stuffing wine sauce made orange lemon juice real currant jelly finished cointreau,1960,6.375
43,977350,28289,,,1964-01-01,Top Of The Fair,2,88,"sliced filet of beef saute a la strogonoff - chopped very fine shallots, sauted, large slices of filet mignon in sweet butter, apply madeira wine, and finish the sauce with heavy sour cream, served in skillet with julienne potatoes, fresh cut string beans, bread and butter and salad",427108.0,628543,52107,1,1,1964,1964,5.25,5.25,5.25,,"['sliced', 'filet', 'of', 'beef', 'saute', 'a', 'la', 'strogonoff', '-', 'chopped', 'very', 'fine', 'shallots,', 'sauted,', 'large', 'slices', 'of', 'filet', 'mignon', 'in', 'sweet', 'butter,', 'apply', 'madeira', 'wine,', 'and', 'finish', 'the', 'sauce', 'with', 'heavy', 'sour', 'cream,', 'served', 'in', 'skillet', 'with', 'julienne', 'potatoes,', 'fresh', 'cut', 'string', 'beans,', 'bread', 'and', 'butter', 'and', 'salad']","['sliced', 'filet', 'beef', 'saute', 'la', 'strogonoff', '-', 'chopped', 'fine', 'shallots,', 'sauted,', 'large', 'slices', 'filet', 'mignon', 'sweet', 'butter,', 'apply', 'madeira', 'wine,', 'finish', 'sauce', 'heavy', 'sour', 'cream,', 'served', 'skillet', 'julienne', 'potatoes,', 'fresh', 'cut', 'string', 'beans,', 'bread', 'butter', 'salad']","[('sliced', 'JJ'), ('filet', 'NN'), ('beef', 'NN'), ('saute', 'NN'), ('la', 'NN'), ('strogonoff', 'SYM'), ('-', ':'), ('chopped', 'JJ'), ('fine', 'JJ'), ('shallots,', 'NN'), ('sauted,', 'NN'), ('large', 'JJ'), ('slices', 'NNS'), ('filet', 'VBP'), ('mignon', 'JJ'), ('sweet', 'JJ'), ('butter,', 'NN'), ('apply', 'VB'), ('madeira', 'JJ'), ('wine,', 'NNS'), ('finish', 'JJ'), ('sauce', 'VBP'), ('heavy', 'JJ'), ('sour', 'JJ'), ('cream,', 'NN'), ('served', 'VBD'), ('skillet', 'NN'), ('julienne', 'NN'), ('potatoes,', 'NN'), ('fresh', 'JJ'), ('cut', 'NN'), ('string', 'VBG'), ('beans,', 'NNS'), ('bread', 'JJ'), ('butter', 'NN'), ('salad', 'NN')]",36.0,48.0,"'sliced', 'filet', 'beef', 'saute', 'la', 'strogonoff', '-', 'chopped', 'fine', 'shallots,', 'sauted,', 'large', 'slices', 'filet', 'mignon', 'sweet', 'butter,', 'apply', 'madeira', 'wine,', 'finish', 'sauce', 'heavy', 'sour', 'cream,', 'served', 'skillet', 'julienne', 'potatoes,', 'fresh', 'cut', 'string', 'beans,', 'bread', 'butter', 'salad'",sliced filet beef saute la strogonoff  chopped fine shallots sauted large slices filet mignon sweet butter apply madeira wine finish sauce heavy sour cream served skillet julienne potatoes fresh cut string beans bread butter salad,1960,6.375
44,977396,28290,,,1965-01-01,Dale's,10,68,"breaded cutlets of beef parmesan- succulent cutlets of beef dipped in cracker meal, fried a golden brown, placed in a casserole with sherry wine and parmesan cheese and quickly broiled until the cheese is melted. a mouth-watering dish!",419475.0,624284,52109,1,1,1965,1965,2.0,2.0,2.0,,"['breaded', 'cutlets', 'of', 'beef', 'parmesan-', 'succulent', 'cutlets', 'of', 'beef', 'dipped', 'in', 'cracker', 'meal,', 'fried', 'a', 'golden', 'brown,', 'placed', 'in', 'a', 'casserole', 'with', 'sherry', 'wine', 'and', 'parmesan', 'cheese', 'and', 'quickly', 'broiled', 'until', 'the', 'cheese', 'is', 'melted.', 'a', 'mouth-watering', 'dish!']","['breaded', 'cutlets', 'beef', 'parmesan-', 'succulent', 'cutlets', 'beef', 'dipped', 'cracker', 'meal,', 'fried', 'golden', 'brown,', 'placed', 'casserole', 'sherry', 'wine', 'parmesan', 'cheese', 'quickly', 'broiled', 'cheese', 'melted.', 'mouth-watering', 'dish!']","[('breaded', 'VBN'), ('cutlets', 'NNS'), ('beef', 'VBD'), ('parmesan-', 'JJ'), ('succulent', 'JJ'), ('cutlets', 'NNS'), ('beef', 'NN'), ('dipped', 'VBD'), ('cracker', 'NN'), ('meal,', 'NN'), ('fried', 'VBD'), ('golden', 'JJ'), ('brown,', 'NN'), ('placed', 'VBD'), ('casserole', 'JJ'), ('sherry', 'JJ'), ('wine', 'NN'), ('parmesan', 'IN'), ('cheese', 'JJ'), ('quickly', 'RB'), ('broiled', 'VBD'), ('cheese', 'JJ'), ('melted.', 'JJ'), ('mouth-watering', 'NN'), ('dish!', 'NN')]",25.0,38.0,"'breaded', 'cutlets', 'beef', 'parmesan-', 'succulent', 'cutlets', 'beef', 'dipped', 'cracker', 'meal,', 'fried', 'golden', 'brown,', 'placed', 'casserole', 'sherry', 'wine', 'parmesan', 'cheese', 'quickly', 'broiled', 'cheese', 'melted.', 'mouth-watering', 'dish!'",breaded cutlets beef parmesan succulent cutlets beef dipped cracker meal fried golden brown placed casserole sherry wine parmesan cheese quickly broiled cheese melted mouthwatering dish,1960,2.0
45,977414,28290,,,1965-01-01,Dale's,10,68,"breaded cutlets of beef parmesan. succulaent cutlets of beef dipped in cracker meal, fried a golden brown, placed in a casserole with sherry wine and parmesan cheese and quickly broiled until the cheese is melted. a mouth watering dish!",419639.0,624262,52113,1,1,1965,1965,2.0,2.0,2.0,,"['breaded', 'cutlets', 'of', 'beef', 'parmesan.', 'succulaent', 'cutlets', 'of', 'beef', 'dipped', 'in', 'cracker', 'meal,', 'fried', 'a', 'golden', 'brown,', 'placed', 'in', 'a', 'casserole', 'with', 'sherry', 'wine', 'and', 'parmesan', 'cheese', 'and', 'quickly', 'broiled', 'until', 'the', 'cheese', 'is', 'melted.', 'a', 'mouth', 'watering', 'dish!']","['breaded', 'cutlets', 'beef', 'parmesan.', 'succulaent', 'cutlets', 'beef', 'dipped', 'cracker', 'meal,', 'fried', 'golden', 'brown,', 'placed', 'casserole', 'sherry', 'wine', 'parmesan', 'cheese', 'quickly', 'broiled', 'cheese', 'melted.', 'mouth', 'watering', 'dish!']","[('breaded', 'VBN'), ('cutlets', 'NNS'), ('beef', 'VBP'), ('parmesan.', 'JJ'), ('succulaent', 'JJ'), ('cutlets', 'NNS'), ('beef', 'NN'), ('dipped', 'VBD'), ('cracker', 'NN'), ('meal,', 'NN'), ('fried', 'VBD'), ('golden', 'JJ'), ('brown,', 'NN'), ('placed', 'VBD'), ('casserole', 'JJ'), ('sherry', 'JJ'), ('wine', 'NN'), ('parmesan', 'IN'), ('cheese', 'JJ'), ('quickly', 'RB'), ('broiled', 'VBD'), ('cheese', 'JJ'), ('melted.', 'NNS'), ('mouth', 'VBP'), ('watering', 'VBG'), ('dish!', 'NN')]",26.0,39.0,"'breaded', 'cutlets', 'beef', 'parmesan.', 'succulaent', 'cutlets', 'beef', 'dipped', 'cracker', 'meal,', 'fried', 'golden', 'brown,', 'placed', 'casserole', 'sherry', 'wine', 'parmesan', 'cheese', 'quickly', 'broiled', 'cheese', 'melted.', 'mouth', 'watering', 'dish!'",breaded cutlets beef parmesan succulaent cutlets beef dipped cracker meal fried golden brown placed casserole sherry wine parmesan cheese quickly broiled cheese melted mouth watering dish,1960,2.0
46,979503,28327,,,1981-04-01,Stretch's Airport Restaurant,3,54,"breaded jumbo shrimp, soup or salad, mashed, baked, french fried or hash browns and garlic toast ",519640.0,631006,52234,1,1,0,0,0.0,0.0,6.95,,"['breaded', 'jumbo', 'shrimp,', 'soup', 'or', 'salad,', 'mashed,', 'baked,', 'french', 'fried', 'or', 'hash', 'browns', 'and', 'garlic', 'toast']","['breaded', 'jumbo', 'shrimp,', 'soup', 'salad,', 'mashed,', 'baked,', 'french', 'fried', 'hash', 'browns', 'garlic', 'toast']","[('breaded', 'VBN'), ('jumbo', 'JJ'), ('shrimp,', 'NN'), ('soup', 'NN'), ('salad,', 'VBD'), ('mashed,', 'JJ'), ('baked,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('hash', 'NN'), ('browns', 'NNS'), ('garlic', 'JJ'), ('toast', 'NN')]",13.0,16.0,"'breaded', 'jumbo', 'shrimp,', 'soup', 'salad,', 'mashed,', 'baked,', 'french', 'fried', 'hash', 'browns', 'garlic', 'toast'",breaded jumbo shrimp soup salad mashed baked french fried hash browns garlic toast,1980,6.95
47,981214,28353,,,1958-06-08,Henrici's On Randolph,3,149,"imperial salad - mixed greens and fresh vegetables with julienne of turkey, crisp bacon and sliced egg, bleu and roquefort cheese dressing",276721.0,714829,52304,1,1,1958,1958,0.0,0.0,1.85,,"['imperial', 'salad', '-', 'mixed', 'greens', 'and', 'fresh', 'vegetables', 'with', 'julienne', 'of', 'turkey,', 'crisp', 'bacon', 'and', 'sliced', 'egg,', 'bleu', 'and', 'roquefort', 'cheese', 'dressing']","['imperial', 'salad', '-', 'mixed', 'greens', 'fresh', 'vegetables', 'julienne', 'turkey,', 'crisp', 'bacon', 'sliced', 'egg,', 'bleu', 'roquefort', 'cheese', 'dressing']","[('imperial', 'JJ'), ('salad', 'NN'), ('-', ':'), ('mixed', 'JJ'), ('greens', 'NNS'), ('fresh', 'JJ'), ('vegetables', 'NNS'), ('julienne', 'VBP'), ('turkey,', 'JJ'), ('crisp', 'NN'), ('bacon', 'NN'), ('sliced', 'VBD'), ('egg,', 'JJ'), ('bleu', 'NN'), ('roquefort', 'NN'), ('cheese', 'NN'), ('dressing', 'VBG')]",17.0,22.0,"'imperial', 'salad', '-', 'mixed', 'greens', 'fresh', 'vegetables', 'julienne', 'turkey,', 'crisp', 'bacon', 'sliced', 'egg,', 'bleu', 'roquefort', 'cheese', 'dressing'",imperial salad  mixed greens fresh vegetables julienne turkey crisp bacon sliced egg bleu roquefort cheese dressing,1950,1.85
48,982720,28373,,,1958-03-04,The Dining Room,7,210,"sea food dinner- tomato juice cocktail,  hearts of celery, olives, fried  oysters, fish, scallops, shrimp, crabflake, french fried potatoes, green asparagus, bread and butter, coffee or tea, fresh fruit  sherbert",443369.0,654773,52390,1,1,1958,1958,3.0,3.0,3.0,,"['sea', 'food', 'dinner-', 'tomato', 'juice', 'cocktail,', 'hearts', 'of', 'celery,', 'olives,', 'fried', 'oysters,', 'fish,', 'scallops,', 'shrimp,', 'crabflake,', 'french', 'fried', 'potatoes,', 'green', 'asparagus,', 'bread', 'and', 'butter,', 'coffee', 'or', 'tea,', 'fresh', 'fruit', 'sherbert']","['sea', 'food', 'dinner-', 'tomato', 'juice', 'cocktail,', 'hearts', 'celery,', 'olives,', 'fried', 'oysters,', 'fish,', 'scallops,', 'shrimp,', 'crabflake,', 'french', 'fried', 'potatoes,', 'green', 'asparagus,', 'bread', 'butter,', 'coffee', 'tea,', 'fresh', 'fruit', 'sherbert']","[('sea', 'NN'), ('food', 'NN'), ('dinner-', 'JJ'), ('tomato', 'NN'), ('juice', 'NN'), ('cocktail,', 'NN'), ('hearts', 'NNS'), ('celery,', 'VBP'), ('olives,', 'RB'), ('fried', 'VBN'), ('oysters,', 'JJ'), ('fish,', 'NN'), ('scallops,', 'NN'), ('shrimp,', 'NN'), ('crabflake,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('green', 'JJ'), ('asparagus,', 'NN'), ('bread', 'NN'), ('butter,', 'NN'), ('coffee', 'NN'), ('tea,', 'NN'), ('fresh', 'JJ'), ('fruit', 'NN'), ('sherbert', 'NN')]",27.0,30.0,"'sea', 'food', 'dinner-', 'tomato', 'juice', 'cocktail,', 'hearts', 'celery,', 'olives,', 'fried', 'oysters,', 'fish,', 'scallops,', 'shrimp,', 'crabflake,', 'french', 'fried', 'potatoes,', 'green', 'asparagus,', 'bread', 'butter,', 'coffee', 'tea,', 'fresh', 'fruit', 'sherbert'",sea food dinner tomato juice cocktail hearts celery olives fried oysters fish scallops shrimp crabflake french fried potatoes green asparagus bread butter coffee tea fresh fruit sherbert,1950,3.0
49,983517,28380,,,1958-04-10,Clark's Restaurant,5,71,"grilled smoked ham steak, cherry sauce, french fried potatoes, tossed garden salad served with clark's fresh-baked roll or muffin",352750.0,652731,52437,1,1,1958,1958,1.55,2.1,1.55,2.1,"['grilled', 'smoked', 'ham', 'steak,', 'cherry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', 'with', ""clark's"", 'fresh-baked', 'roll', 'or', 'muffin']","['grilled', 'smoked', 'ham', 'steak,', 'cherry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', ""clark's"", 'fresh-baked', 'roll', 'muffin']","[('grilled', 'VBN'), ('smoked', 'VBD'), ('ham', 'JJ'), ('steak,', 'NN'), ('cherry', 'NN'), ('sauce,', 'VBD'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('tossed', 'VBN'), ('garden', 'NN'), ('salad', 'NN'), ('served', 'VBD'), (""clark's"", 'JJ'), ('fresh-baked', 'JJ'), ('roll', 'NN'), ('muffin', 'NN')]",17.0,19.0,"'grilled', 'smoked', 'ham', 'steak,', 'cherry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', 'clark's', 'fresh-baked', 'roll', 'muffin'",grilled smoked ham steak cherry sauce french fried potatoes tossed garden salad served clarks freshbaked roll muffin,1950,1.4666666666666668
50,983521,28380,,,1958-04-10,Clark's Restaurant,5,71,"baked chicken cutlet, fricasse gravy, cranberry sauce, french fried potatoes, tossed garden salad served with clark's fresh-baked roll or muffin",352754.0,652737,52437,1,1,1958,1958,0.0,0.0,1.35,1.9,"['baked', 'chicken', 'cutlet,', 'fricasse', 'gravy,', 'cranberry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', 'with', ""clark's"", 'fresh-baked', 'roll', 'or', 'muffin']","['baked', 'chicken', 'cutlet,', 'fricasse', 'gravy,', 'cranberry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', ""clark's"", 'fresh-baked', 'roll', 'muffin']","[('baked', 'VBN'), ('chicken', 'JJ'), ('cutlet,', 'NN'), ('fricasse', 'NN'), ('gravy,', 'NN'), ('cranberry', 'NN'), ('sauce,', 'VBD'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('tossed', 'VBN'), ('garden', 'NN'), ('salad', 'NN'), ('served', 'VBD'), (""clark's"", 'JJ'), ('fresh-baked', 'JJ'), ('roll', 'NN'), ('muffin', 'NN')]",18.0,20.0,"'baked', 'chicken', 'cutlet,', 'fricasse', 'gravy,', 'cranberry', 'sauce,', 'french', 'fried', 'potatoes,', 'tossed', 'garden', 'salad', 'served', 'clark's', 'fresh-baked', 'roll', 'muffin'",baked chicken cutlet fricasse gravy cranberry sauce french fried potatoes tossed garden salad served clarks freshbaked roll muffin,1950,1.4666666666666668
51,983523,28380,,,1958-04-10,Clark's Restaurant,5,71,"broiled salmon steak, lemon butter, french fried potatoes, pickled beet and egg salad served with clark's fresh-baked roll or muffin",352756.0,652739,52437,1,1,1958,1958,0.0,0.0,1.5,2.05,"['broiled', 'salmon', 'steak,', 'lemon', 'butter,', 'french', 'fried', 'potatoes,', 'pickled', 'beet', 'and', 'egg', 'salad', 'served', 'with', ""clark's"", 'fresh-baked', 'roll', 'or', 'muffin']","['broiled', 'salmon', 'steak,', 'lemon', 'butter,', 'french', 'fried', 'potatoes,', 'pickled', 'beet', 'egg', 'salad', 'served', ""clark's"", 'fresh-baked', 'roll', 'muffin']","[('broiled', 'VBN'), ('salmon', 'JJ'), ('steak,', 'NN'), ('lemon', 'NN'), ('butter,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'NN'), ('pickled', 'VBN'), ('beet', 'NN'), ('egg', 'NN'), ('salad', 'NN'), ('served', 'VBD'), (""clark's"", 'JJ'), ('fresh-baked', 'JJ'), ('roll', 'NN'), ('muffin', 'NN')]",17.0,20.0,"'broiled', 'salmon', 'steak,', 'lemon', 'butter,', 'french', 'fried', 'potatoes,', 'pickled', 'beet', 'egg', 'salad', 'served', 'clark's', 'fresh-baked', 'roll', 'muffin'",broiled salmon steak lemon butter french fried potatoes pickled beet egg salad served clarks freshbaked roll muffin,1950,1.4666666666666668
52,985349,28407,,,1958-09-01,The Riverview,5,163,"lobster stew, steamed or fried clams, clam bouillon whole medium lobster (boiled, baked or broiled) drawn butter, fr. fr. potatoes, hot rolls and butter, tea or coffee, dessert",242535.0,655211,52539,1,1,1958,1958,0.0,0.0,4.75,,"['lobster', 'stew,', 'steamed', 'or', 'fried', 'clams,', 'clam', 'bouillon', 'whole', 'medium', 'lobster', '(boiled,', 'baked', 'or', 'broiled)', 'drawn', 'butter,', 'fr.', 'fr.', 'potatoes,', 'hot', 'rolls', 'and', 'butter,', 'tea', 'or', 'coffee,', 'dessert']","['lobster', 'stew,', 'steamed', 'fried', 'clams,', 'clam', 'bouillon', 'whole', 'medium', 'lobster', '(boiled,', 'baked', 'broiled)', 'drawn', 'butter,', 'fr.', 'fr.', 'potatoes,', 'hot', 'rolls', 'butter,', 'tea', 'coffee,', 'dessert']","[('lobster', 'NN'), ('stew,', 'NN'), ('steamed', 'VBD'), ('fried', 'JJ'), ('clams,', 'NN'), ('clam', 'NN'), ('bouillon', 'NN'), ('whole', 'JJ'), ('medium', 'NN'), ('lobster', 'NN'), ('(boiled,', 'NNP'), ('baked', 'VBD'), ('broiled)', 'JJ'), ('drawn', 'NN'), ('butter,', 'NN'), ('fr.', 'NN'), ('fr.', 'JJ'), ('potatoes,', 'NN'), ('hot', 'JJ'), ('rolls', 'NNS'), ('butter,', 'VBP'), ('tea', 'JJ'), ('coffee,', 'NN'), ('dessert', 'NN')]",24.0,28.0,"'lobster', 'stew,', 'steamed', 'fried', 'clams,', 'clam', 'bouillon', 'whole', 'medium', 'lobster', '(boiled,', 'baked', 'broiled)', 'drawn', 'butter,', 'fr.', 'fr.', 'potatoes,', 'hot', 'rolls', 'butter,', 'tea', 'coffee,', 'dessert'",lobster stew steamed fried clams clam bouillon whole medium lobster boiled baked broiled drawn butter fr fr potatoes hot rolls butter tea coffee dessert,1950,4.75
53,985436,28408,,,1958-09-18,Chickland,4,94,"barbecue special: fruit cup, tomato juice or soup, barbecued chicken, french fried potatoes, cole slaw, home-made rolls and butter, ice cream, pudding, or jello, tea or coffee",324355.0,650687,52545,1,1,1958,1958,0.0,0.0,1.7,,"['barbecue', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'or', 'soup,', 'barbecued', 'chicken,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'and', 'butter,', 'ice', 'cream,', 'pudding,', 'or', 'jello,', 'tea', 'or', 'coffee']","['barbecue', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'barbecued', 'chicken,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'ice', 'cream,', 'pudding,', 'jello,', 'tea', 'coffee']","[('barbecue', 'NN'), ('special:', 'NN'), ('fruit', 'NN'), ('cup,', 'NN'), ('tomato', 'NN'), ('juice', 'NN'), ('soup,', 'NN'), ('barbecued', 'VBN'), ('chicken,', 'JJ'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'JJ'), ('cole', 'JJ'), ('slaw,', 'NN'), ('home-made', 'NN'), ('rolls', 'NNS'), ('butter,', 'JJ'), ('ice', 'NN'), ('cream,', 'NN'), ('pudding,', 'NN'), ('jello,', 'NN'), ('tea', 'NN'), ('coffee', 'NN')]",23.0,27.0,"'barbecue', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'barbecued', 'chicken,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'ice', 'cream,', 'pudding,', 'jello,', 'tea', 'coffee'",barbecue special fruit cup tomato juice soup barbecued chicken french fried potatoes cole slaw homemade rolls butter ice cream pudding jello tea coffee,1950,2.225
54,985437,28408,,,1958-09-18,Chickland,4,94,"fried special: fruit cup, tomato juice or soup, southern fried chicken, brown gravy, french fried potatoes, cole slaw, home-made rolls and butter, ice cream, pudding or jello, tea or coffee",239989.0,650689,52545,1,1,1958,1958,0.0,0.0,1.7,,"['fried', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'or', 'soup,', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'and', 'butter,', 'ice', 'cream,', 'pudding', 'or', 'jello,', 'tea', 'or', 'coffee']","['fried', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'ice', 'cream,', 'pudding', 'jello,', 'tea', 'coffee']","[('fried', 'VBN'), ('special:', 'JJ'), ('fruit', 'NN'), ('cup,', 'NN'), ('tomato', 'NN'), ('juice', 'NN'), ('soup,', 'NN'), ('southern', 'JJ'), ('fried', 'VBN'), ('chicken,', 'NN'), ('brown', 'JJ'), ('gravy,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'JJ'), ('cole', 'JJ'), ('slaw,', 'NN'), ('home-made', 'NN'), ('rolls', 'NNS'), ('butter,', 'JJ'), ('ice', 'NN'), ('cream,', 'NN'), ('pudding', 'VBG'), ('jello,', 'NN'), ('tea', 'NN'), ('coffee', 'NN')]",26.0,30.0,"'fried', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'ice', 'cream,', 'pudding', 'jello,', 'tea', 'coffee'",fried special fruit cup tomato juice soup southern fried chicken brown gravy french fried potatoes cole slaw homemade rolls butter ice cream pudding jello tea coffee,1950,2.225
55,985443,28408,,,1958-09-18,Chickland,4,94,"general lee special: fruit cup, tomato juice or soup, half southern fried chicken, brown gravy, french fried potatoes, cole slaw, home-made rolls and butter, pudding, ice cream or jello, a cup of delicious coffee",324356.0,650699,52545,1,1,1958,1958,2.5,2.5,2.5,,"['general', 'lee', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'or', 'soup,', 'half', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'and', 'butter,', 'pudding,', 'ice', 'cream', 'or', 'jello,', 'a', 'cup', 'of', 'delicious', 'coffee']","['general', 'lee', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'half', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'pudding,', 'ice', 'cream', 'jello,', 'cup', 'delicious', 'coffee']","[('general', 'JJ'), ('lee', 'NN'), ('special:', 'NN'), ('fruit', 'NN'), ('cup,', 'NN'), ('tomato', 'NN'), ('juice', 'NN'), ('soup,', 'VBD'), ('half', 'JJ'), ('southern', 'JJ'), ('fried', 'VBN'), ('chicken,', 'NN'), ('brown', 'JJ'), ('gravy,', 'NN'), ('french', 'JJ'), ('fried', 'VBN'), ('potatoes,', 'JJ'), ('cole', 'JJ'), ('slaw,', 'NN'), ('home-made', 'NN'), ('rolls', 'NNS'), ('butter,', 'VBP'), ('pudding,', 'JJ'), ('ice', 'NN'), ('cream', 'NN'), ('jello,', 'NN'), ('cup', 'NN'), ('delicious', 'JJ'), ('coffee', 'NN')]",29.0,34.0,"'general', 'lee', 'special:', 'fruit', 'cup,', 'tomato', 'juice', 'soup,', 'half', 'southern', 'fried', 'chicken,', 'brown', 'gravy,', 'french', 'fried', 'potatoes,', 'cole', 'slaw,', 'home-made', 'rolls', 'butter,', 'pudding,', 'ice', 'cream', 'jello,', 'cup', 'delicious', 'coffee'",general lee special fruit cup tomato juice soup half southern fried chicken brown gravy french fried potatoes cole slaw homemade rolls butter pudding ice cream jello cup delicious coffee,1950,2.225
